Taxon,Date,Season,Plot Type,Sample,Sample Type,Wet Mass,Avg. Soil moisture,Calc. dry mass,Avg. Temp,Count
Archaeognatha,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Protura,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Diplura,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,1
Entomobryomorpha,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,12
Poduromorpha,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Symphypleona,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,9
Acari other,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,16
Oribatida,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,5
Araneae,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,1
Opiliones,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Pseudoscorpiones,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Ixodida,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Ricinulei,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Schizomida,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Palpigradi,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Chilopoda,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,1
Diplopoda,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Symphyla,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Tetramerocerata,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,1
Isopoda,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Amphipoda,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Annelida,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Gastropoda,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Euonychophora,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Unknown,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Hymenoptera,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,43
Coleoptera,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,10
Hemiptera,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,11
Diptera,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,1
Blattodea,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,3
Thysanoptera,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Psocoptera,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Lepidoptera,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Orthoptera,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Trichoptera,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Neuroptera,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Zoraptera,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Phthiraptora,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Mecoptera,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Dermaptera,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Zygentoma,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Embioptera,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Archaeognatha,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Protura,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Diplura,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,4
Entomobryomorpha,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,33
Poduromorpha,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,1
Symphypleona,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,14
Acari other,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,14
Oribatida,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,3
Araneae,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,4
Opiliones,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Pseudoscorpiones,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Ixodida,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Ricinulei,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Schizomida,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Palpigradi,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Chilopoda,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Diplopoda,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,2
Symphyla,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,4
Tetramerocerata,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Isopoda,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,1
Amphipoda,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Annelida,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Gastropoda,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Euonychophora,1.10.20,Wet,W,3S,Soil,1850.7,51.2,903.1416,25.96666667,0
Unknown,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Hymenoptera,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,66
Coleoptera,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,11
Hemiptera,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Diptera,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Blattodea,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Thysanoptera,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Psocoptera,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,1
Lepidoptera,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Orthoptera,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Trichoptera,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Neuroptera,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Zoraptera,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Phthiraptora,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Mecoptera,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Dermaptera,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Zygentoma,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Embioptera,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Archaeognatha,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Protura,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Diplura,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,3
Entomobryomorpha,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,29
Poduromorpha,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,2
Symphypleona,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,34
Acari other,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,24
Oribatida,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,40
Araneae,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,1
Opiliones,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Pseudoscorpiones,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Ixodida,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Ricinulei,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Schizomida,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Palpigradi,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Chilopoda,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,1
Diplopoda,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Symphyla,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,3
Tetramerocerata,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,4
Isopoda,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,1
Amphipoda,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Annelida,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Gastropoda,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Euonychophora,1.10.20,Wet,C,4S,Soil,1774.1,51.56666667,859.2557667,25,0
Unknown,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Hymenoptera,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,17
Coleoptera,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,6
Hemiptera,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Diptera,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Blattodea,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,2
Thysanoptera,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Psocoptera,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Lepidoptera,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Orthoptera,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Trichoptera,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Neuroptera,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Zoraptera,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Phthiraptora,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Mecoptera,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Dermaptera,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Zygentoma,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Embioptera,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Archaeognatha,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Protura,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Diplura,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,3
Entomobryomorpha,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,13
Poduromorpha,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Symphypleona,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,11
Acari other,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,7
Oribatida,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,8
Araneae,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Opiliones,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Pseudoscorpiones,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Ixodida,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Ricinulei,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Schizomida,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Palpigradi,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Chilopoda,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Diplopoda,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,1
Symphyla,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,4
Tetramerocerata,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Isopoda,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Amphipoda,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Annelida,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Gastropoda,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Euonychophora,1.10.20,Wet,W,5S,Soil,1676.4,50.73333333,825.9064,24.96666667,0
Unknown,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Hymenoptera,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,29
Coleoptera,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,10
Hemiptera,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,2
Diptera,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Blattodea,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,1
Thysanoptera,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Psocoptera,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Lepidoptera,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Orthoptera,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Trichoptera,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Neuroptera,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Zoraptera,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Phthiraptora,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Mecoptera,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Dermaptera,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Zygentoma,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Embioptera,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Archaeognatha,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Protura,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Diplura,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Entomobryomorpha,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,12
Poduromorpha,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Symphypleona,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,16
Acari other,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,11
Oribatida,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,12
Araneae,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,2
Opiliones,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Pseudoscorpiones,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Ixodida,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Ricinulei,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Schizomida,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Palpigradi,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Chilopoda,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,1
Diplopoda,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,3
Symphyla,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,6
Tetramerocerata,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,1
Isopoda,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Amphipoda,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Annelida,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Gastropoda,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Euonychophora,1.10.20,Wet,C,6S,Soil,1583.5,50.33333333,786.4716667,25.13333333,0
Unknown,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Hymenoptera,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,17
Coleoptera,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,2
Hemiptera,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,2
Diptera,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Blattodea,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Thysanoptera,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Psocoptera,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,3
Lepidoptera,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Orthoptera,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Trichoptera,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Neuroptera,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Zoraptera,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Phthiraptora,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Mecoptera,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Dermaptera,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Zygentoma,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Embioptera,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Archaeognatha,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Protura,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Diplura,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,3
Entomobryomorpha,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,40
Poduromorpha,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,2
Symphypleona,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,4
Acari other,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,70
Oribatida,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,57
Araneae,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Opiliones,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Pseudoscorpiones,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Ixodida,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Ricinulei,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Schizomida,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,1
Palpigradi,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Chilopoda,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Diplopoda,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Symphyla,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,5
Tetramerocerata,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,3
Isopoda,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Amphipoda,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Annelida,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Gastropoda,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Euonychophora,1.10.20,Wet,W,7S,Soil,1710.4,47.43333333,899.1002667,29.36666667,0
Unknown,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Hymenoptera,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,2
Coleoptera,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,10
Hemiptera,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,7
Diptera,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,1
Blattodea,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Thysanoptera,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Psocoptera,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Lepidoptera,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Orthoptera,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Trichoptera,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Neuroptera,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Zoraptera,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Phthiraptora,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Mecoptera,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Dermaptera,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Zygentoma,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Embioptera,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Archaeognatha,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Protura,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Diplura,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Entomobryomorpha,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,16
Poduromorpha,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,1
Symphypleona,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,5
Acari other,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,23
Oribatida,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,5
Araneae,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,1
Opiliones,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Pseudoscorpiones,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,1
Ixodida,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Ricinulei,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Schizomida,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Palpigradi,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Chilopoda,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Diplopoda,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,1
Symphyla,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Tetramerocerata,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Isopoda,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,2
Amphipoda,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Annelida,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Gastropoda,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Euonychophora,1.10.20,Wet,C,8S,Soil,1772.9,54.16666667,812.5791667,24.83333333,0
Unknown,1.10.20,Wet,W,9S,Soil,1757.2,50.3,873.3284,26.56666667,0
Hymenoptera,1.10.20,Wet,W,9S,Soil,1757.2,50.3,873.3284,26.56666667,46
Coleoptera,1.10.20,Wet,W,9S,Soil,1757.2,50.3,873.3284,26.56666667,8
Hemiptera,1.10.20,Wet,W,9S,Soil,1757.2,50.3,873.3284,26.56666667,2
Diptera,1.10.20,Wet,W,9S,Soil,1757.2,50.3,873.3284,26.56666667,2
Blattodea,1.10.20,Wet,W,9S,Soil,1757.2,50.3,873.3284,26.56666667,0
